type,name,calendar,category,sbj_list,cnbr_name
plan,COMIN,2008,Reqd,MATH,239
,,,,list,comin_optm
,,,,list,comin_comb
,,,Optn,list,comin_opt
,,,,list,comin_opt
list,comin_comb,2008,,CO,330
,,,,CO,342
list,comin_opt,2008,,CM,442
,,,,CO,330
,,,,CO,331
,,,,CO,342
,,,,CO,351
,,,,CO,367
,,,,CO,43*
,,,,CO,44*
,,,,CO,45*
,,,,CO,46*
,,,,CO,47*
,,,,CO,481
,,,,CO,485
list,comin_optm,2008,,CO,350
,,,,CO,355
